Bowler,venue,BattingTeam,Phase,Batter,Innings,winner,TotalRuns,ExtrasRuns,WicketDeliveries,Balls,Boundaries,WinLoss,battingStyles_x,bowlingStyles,longBowlingStyles,EconomyRate,StrikeRate,BoundaryPercentage,Selected,Year
A Nortje,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Powerplay,WP Saha,2,Gujarat Titans,0,0,1.0,1,0,0,rhb,rf,right-arm fast,0.0,1.0,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,DeathOvers,AD Russell,1,Delhi Capitals,5,1,0.0,7,1,1,rhb,rf,right-arm fast,4.285714285714286,inf,14.285714285714285,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,AD Russell,1,Delhi Capitals,2,0,0.0,4,0,1,rhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,CV Varun,1,Delhi Capitals,1,1,0.0,3,0,1,rhb,rf,right-arm fast,2.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,JJ Roy,1,Delhi Capitals,2,0,0.0,2,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,MiddleOvers,UT Yadav,1,Delhi Capitals,2,0,1.0,4,0,1,rhb,rf,right-arm fast,3.0,4.0,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Powerplay,JJ Roy,1,Delhi Capitals,5,1,0.0,2,1,1,rhb,rf,right-arm fast,15.0,inf,50.0,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Powerplay,N Rana,1,Delhi Capitals,4,0,0.0,3,1,1,lhb,rf,right-arm fast,8.0,inf,33.33333333333333,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Powerplay,VR Iyer,1,Delhi Capitals,0,0,1.0,1,0,1,lhb,rf,right-arm fast,0.0,1.0,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Mumbai Indians,DeathOvers,C Green,2,Mumbai Indians,5,0,0.0,4,0,0,rhb,rf,right-arm fast,7.5,inf,0.0,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Mumbai Indians,DeathOvers,TH David,2,Mumbai Indians,6,0,0.0,8,0,0,rhb,rf,right-arm fast,4.5,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,RG Sharma,2,Mumbai Indians,7,0,0.0,3,1,0,rhb,rf,right-arm fast,14.0,inf,33.33333333333333,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Mumbai Indians,MiddleOvers,Tilak Varma,2,Mumbai Indians,2,0,0.0,3,0,0,,rf,right-arm fast,4.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Powerplay,Ishan Kishan,2,Mumbai Indians,5,0,0.0,2,1,0,lhb,rf,right-arm fast,15.0,inf,50.0,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Powerplay,RG Sharma,2,Mumbai Indians,10,0,0.0,4,2,0,rhb,rf,right-arm fast,15.0,inf,50.0,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,DeathOvers,AJ Hosein,1,Sunrisers Hyderabad,5,0,0.0,5,0,0,,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,DeathOvers,H Klaasen,1,Sunrisers Hyderabad,17,0,0.0,7,2,0,rhb,rf,right-arm fast,14.571428571428571,inf,28.57142857142857,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,Abdul Samad,1,Sunrisers Hyderabad,8,0,0.0,5,1,0,rhb,rf,right-arm fast,9.6,inf,20.0,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,H Klaasen,1,Sunrisers Hyderabad,1,0,0.0,1,0,0,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,Nithish Kumar Reddy,1,Sunrisers Hyderabad,4,1,0.0,7,0,0,,rf,right-arm fast,3.4285714285714284,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,MiddleOvers,Shahbaz Ahmed,1,Sunrisers Hyderabad,5,0,0.0,6,0,0,lhb,rf,right-arm fast,5.0,inf,0.0,1,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Powerplay,Abhishek Sharma,1,Sunrisers Hyderabad,6,0,0.0,3,1,0,lhb,rf,right-arm fast,12.0,inf,33.33333333333333,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Powerplay,MA Agarwal,1,Sunrisers Hyderabad,7,2,0.0,5,1,0,rhb,rf,right-arm fast,8.4,inf,20.0,0,2020
A Nortje,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Powerplay,TM Head,1,Sunrisers Hyderabad,22,0,0.0,6,5,0,lhb,rf,right-arm fast,22.0,inf,75.05000000000109,0,2020
A Nortje,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,DeathOvers,Dhruv Jurel,1,Rajasthan Royals,1,0,0.0,1,0,0,,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,DeathOvers,JC Buttler,1,Rajasthan Royals,10,0,0.0,4,2,0,rhb,rf,right-arm fast,15.0,inf,50.0,0,2020
A Nortje,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,DeathOvers,SO Hetmyer,1,Rajasthan Royals,16,0,0.0,7,2,0,lhb,rf,right-arm fast,13.714285714285714,inf,28.57142857142857,0,2020
A Nortje,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Powerplay,JC Buttler,1,Rajasthan Royals,16,0,0.0,9,4,0,rhb,rf,right-arm fast,10.666666666666666,inf,44.44444444444444,0,2020
A Nortje,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Powerplay,YBK Jaiswal,1,Rajasthan Royals,1,0,0.0,3,0,0,lhb,rf,right-arm fast,2.0,inf,0.0,1,2020
A Nortje,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,MiddleOvers,N Pooran,2,Delhi Capitals,26,3,0.0,11,3,1,lhb,rf,right-arm fast,14.181818181818182,inf,27.27272727272727,0,2020
A Nortje,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,MiddleOvers,SA Abbott,2,Delhi Capitals,1,0,0.0,2,0,1,,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,MiddleOvers,Shashank Singh,2,Delhi Capitals,1,0,0.0,2,0,1,rhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Powerplay,AK Markram,2,Delhi Capitals,0,0,0.0,4,0,1,rhb,rf,right-arm fast,0.0,inf,0.0,1,2020
A Nortje,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Powerplay,KS Williamson,2,Delhi Capitals,5,1,1.0,5,1,1,rhb,rf,right-arm fast,6.0,5.0,20.0,1,2020
A Nortje,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,Powerplay,RA Tripathi,2,Delhi Capitals,3,0,0.0,3,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DeathOvers,DJ Bravo,1,Chennai Super Kings,1,0,0.0,1,0,0,,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DeathOvers,MM Ali,1,Chennai Super Kings,4,0,1.0,2,1,0,lhb,rf,right-arm fast,12.0,2.0,50.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DeathOvers,MS Dhoni,1,Chennai Super Kings,4,0,0.0,2,0,0,rhb,rf,right-arm fast,12.0,inf,0.0,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,DeathOvers,RV Uthappa,1,Chennai Super Kings,0,0,1.0,1,0,0,,rf,right-arm fast,0.0,1.0,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,DP Conway,1,Chennai Super Kings,3,0,0.0,5,0,0,lhb,rf,right-arm fast,3.6,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,RD Gaikwad,1,Chennai Super Kings,9,0,1.0,4,2,0,rhb,rf,right-arm fast,13.5,4.0,50.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,MiddleOvers,S Dube,1,Chennai Super Kings,6,0,0.0,3,1,0,lhb,rf,right-arm fast,12.0,inf,33.33333333333333,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,DP Conway,1,Chennai Super Kings,6,0,0.0,3,1,0,lhb,rf,right-arm fast,12.0,inf,33.33333333333333,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Powerplay,RD Gaikwad,1,Chennai Super Kings,9,1,0.0,4,1,0,rhb,rf,right-arm fast,13.5,inf,25.0,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,DJ Hooda,2,Lucknow Super Giants,3,1,0.0,4,0,0,rhb,rf,right-arm fast,4.5,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,MiddleOvers,Q de Kock,2,Lucknow Super Giants,13,1,0.0,6,1,0,lhb,rf,right-arm fast,13.0,inf,16.666666666666664,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Powerplay,Q de Kock,2,Lucknow Super Giants,19,0,0.0,6,4,0,lhb,rf,right-arm fast,19.0,inf,66.66666666666666,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,DeathOvers,Arshdeep Singh,2,Delhi Capitals,1,0,0.0,2,0,1,lhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,DeathOvers,RD Chahar,2,Delhi Capitals,2,0,0.0,4,0,1,rhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,MiddleOvers,JM Sharma,2,Delhi Capitals,7,1,0.0,7,1,1,rhb,rf,right-arm fast,6.0,inf,14.285714285714285,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Powerplay,JM Bairstow,2,Delhi Capitals,15,0,1.0,7,3,1,rhb,rf,right-arm fast,12.857142857142856,7.0,42.85714285714285,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Powerplay,PBB Rajapaksa,2,Delhi Capitals,0,0,0.0,1,0,1,,rf,right-arm fast,0.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Powerplay,S Dhawan,2,Delhi Capitals,4,1,0.0,5,0,1,lhb,rf,right-arm fast,4.8,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,DeathOvers,D Padikkal,1,Delhi Capitals,6,1,1.0,4,1,1,lhb,rf,right-arm fast,9.0,4.0,25.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,DeathOvers,HE van der Dussen,1,Delhi Capitals,6,0,0.0,3,1,1,,rf,right-arm fast,12.0,inf,33.33333333333333,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,DeathOvers,R Parag,1,Delhi Capitals,8,0,0.0,3,1,1,rhb,rf,right-arm fast,16.0,inf,33.33333333333333,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,DeathOvers,SV Samson,1,Delhi Capitals,0,0,1.0,1,0,1,rhb,rf,right-arm fast,0.0,1.0,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,DeathOvers,TA Boult,1,Delhi Capitals,2,0,0.0,2,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Powerplay,JC Buttler,1,Delhi Capitals,5,0,0.0,2,1,1,rhb,rf,right-arm fast,15.0,inf,50.0,0,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Powerplay,R Ashwin,1,Delhi Capitals,1,0,0.0,2,0,1,rhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Powerplay,YBK Jaiswal,1,Delhi Capitals,11,0,0.0,8,2,1,lhb,rf,right-arm fast,8.25,inf,25.0,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,DeathOvers,MS Dhoni,2,Delhi Capitals,20,0,0.0,6,4,1,rhb,rf,right-arm fast,20.0,inf,66.66666666666666,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,MiddleOvers,AM Rahane,2,Delhi Capitals,1,1,0.0,1,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,MiddleOvers,RA Jadeja,2,Delhi Capitals,3,0,0.0,3,0,1,lhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,MiddleOvers,S Dube,2,Delhi Capitals,12,1,0.0,9,1,1,lhb,rf,right-arm fast,8.0,inf,11.11111111111111,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,Powerplay,AM Rahane,2,Delhi Capitals,8,1,0.0,5,1,1,rhb,rf,right-arm fast,9.6,inf,20.0,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,Powerplay,DJ Mitchell,2,Delhi Capitals,1,0,0.0,1,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,DeathOvers,RK Singh,1,Kolkata Knight Riders,25,1,1.0,7,4,0,lhb,rf,right-arm fast,21.428571428571427,7.0,57.14285714285714,1,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,MiddleOvers,A Raghuvanshi,1,Kolkata Knight Riders,7,1,1.0,5,1,0,rhb,rf,right-arm fast,8.4,5.0,20.0,1,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,MiddleOvers,AD Russell,1,Kolkata Knight Riders,4,0,0.0,2,1,0,rhb,rf,right-arm fast,12.0,inf,50.0,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,MiddleOvers,SP Narine,1,Kolkata Knight Riders,10,0,0.0,4,1,0,lhb,rf,right-arm fast,15.0,inf,25.0,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,MiddleOvers,SS Iyer,1,Kolkata Knight Riders,1,0,0.0,2,0,0,rhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,Powerplay,A Raghuvanshi,1,Kolkata Knight Riders,10,0,0.0,3,2,0,rhb,rf,right-arm fast,20.0,inf,66.66666666666666,0,2020
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,Powerplay,PD Salt,1,Kolkata Knight Riders,2,0,1.0,3,0,0,rhb,rf,right-arm fast,4.0,3.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,AT Rayudu,1,Delhi Capitals,13,0,0.0,5,2,1,,rf,right-arm fast,15.6,inf,40.0,0,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,MM Ali,2,Chennai Super Kings,1,0,0.0,1,0,0,lhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,MS Dhoni,1,Delhi Capitals,1,0,0.0,1,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,MS Dhoni,2,Delhi Capitals,2,0,0.0,3,0,1,rhb,rf,right-arm fast,4.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,RA Jadeja,2,Delhi Capitals,4,2,0.0,5,0,1,lhb,rf,right-arm fast,4.8,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,DeathOvers,RD Gaikwad,2,Chennai Super Kings,10,0,0.0,5,2,0,rhb,rf,right-arm fast,12.0,inf,40.0,0,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,AT Rayudu,1,Delhi Capitals,3,0,0.0,3,0,1,,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,F du Plessis,2,Delhi Capitals,2,0,0.0,2,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,KM Jadhav,2,Delhi Capitals,1,0,1.0,2,0,1,,rf,right-arm fast,3.0,2.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,MM Ali,2,Chennai Super Kings,7,0,0.0,5,1,0,lhb,rf,right-arm fast,8.4,inf,20.0,0,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,MS Dhoni,1,Delhi Capitals,3,0,0.0,3,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,MS Dhoni,2,Delhi Capitals,3,0,0.0,2,0,1,rhb,rf,right-arm fast,9.0,inf,0.0,0,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,MiddleOvers,RD Gaikwad,2,Chennai Super Kings,1,0,0.0,1,0,0,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,F du Plessis,2,Chennai Super Kings,1,0,1.0,2,0,0,rhb,rf,right-arm fast,3.0,2.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,F du Plessis,2,Delhi Capitals,8,1,0.0,4,1,1,rhb,rf,right-arm fast,12.0,inf,25.0,0,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,M Vijay,2,Delhi Capitals,0,0,1.0,3,0,1,,rf,right-arm fast,0.0,3.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,RD Gaikwad,1,Delhi Capitals,16,10,1.0,9,3,1,rhb,rf,right-arm fast,10.666666666666666,9.0,33.33333333333333,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,RD Gaikwad,2,Chennai Super Kings,3,0,0.0,3,0,0,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,RV Uthappa,1,Delhi Capitals,5,0,0.0,5,0,1,,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,RV Uthappa,2,Chennai Super Kings,8,0,0.0,7,1,0,,rf,right-arm fast,6.857142857142857,inf,14.285714285714285,1,2020
A Nortje,Dubai International Cricket Stadium,Chennai Super Kings,Powerplay,SR Watson,2,Delhi Capitals,1,0,0.0,6,0,1,,rf,right-arm fast,1.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,HH Pandya,1,Mumbai Indians,13,1,0.0,4,2,0,rhb,rf,right-arm fast,19.5,inf,50.0,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,HH Pandya,2,Mumbai Indians,1,0,1.0,2,0,0,rhb,rf,right-arm fast,3.0,2.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,Ishan Kishan,1,Mumbai Indians,7,0,0.0,2,1,0,lhb,rf,right-arm fast,21.0,inf,50.0,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,Ishan Kishan,2,Mumbai Indians,2,0,0.0,2,0,0,lhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,KA Pollard,2,Mumbai Indians,9,0,0.0,3,2,0,,rf,right-arm fast,18.0,inf,66.66666666666666,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,KH Pandya,2,Mumbai Indians,1,0,0.0,1,0,0,lhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,DeathOvers,RG Sharma,2,Mumbai Indians,0,0,1.0,2,0,0,rhb,rf,right-arm fast,0.0,2.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,Ishan Kishan,1,Mumbai Indians,11,0,0.0,4,2,0,lhb,rf,right-arm fast,16.5,inf,50.0,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,Ishan Kishan,2,Mumbai Indians,7,0,0.0,3,1,0,lhb,rf,right-arm fast,14.0,inf,33.33333333333333,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,KA Pollard,1,Mumbai Indians,0,0,0.0,1,0,0,,rf,right-arm fast,0.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,KH Pandya,1,Mumbai Indians,7,0,0.0,2,1,0,lhb,rf,right-arm fast,21.0,inf,50.0,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,Q de Kock,2,Mumbai Indians,0,0,1.0,2,0,0,lhb,rf,right-arm fast,0.0,2.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,SA Yadav,1,Mumbai Indians,4,0,1.0,5,1,0,rhb,rf,right-arm fast,4.8,5.0,20.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,MiddleOvers,SA Yadav,2,Mumbai Indians,5,0,0.0,3,1,0,rhb,rf,right-arm fast,10.0,inf,33.33333333333333,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,Powerplay,Ishan Kishan,2,Mumbai Indians,8,0,0.0,3,2,0,lhb,rf,right-arm fast,16.0,inf,66.66666666666666,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,Powerplay,Q de Kock,1,Mumbai Indians,1,0,0.0,2,0,0,lhb,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,Powerplay,Q de Kock,2,Mumbai Indians,5,0,0.0,3,1,0,lhb,rf,right-arm fast,10.0,inf,33.33333333333333,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,Powerplay,RG Sharma,2,Mumbai Indians,12,0,0.0,6,2,0,rhb,rf,right-arm fast,12.0,inf,33.33333333333333,0,2020
A Nortje,Dubai International Cricket Stadium,Mumbai Indians,Powerplay,SA Yadav,1,Mumbai Indians,8,0,0.0,4,2,0,rhb,rf,right-arm fast,12.0,inf,50.0,0,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,DeathOvers,JC Archer,2,Delhi Capitals,1,0,0.0,1,0,1,,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,DeathOvers,R Tewatia,2,Delhi Capitals,2,0,0.0,3,0,1,lhb,rf,right-arm fast,4.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,DeathOvers,RV Uthappa,2,Delhi Capitals,1,1,1.0,2,0,1,,rf,right-arm fast,3.0,2.0,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,MiddleOvers,R Parag,2,Delhi Capitals,0,0,0.0,1,0,1,rhb,rf,right-arm fast,0.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,MiddleOvers,RV Uthappa,2,Delhi Capitals,11,0,0.0,5,2,1,,rf,right-arm fast,13.2,inf,40.0,0,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,BA Stokes,2,Delhi Capitals,3,0,0.0,6,0,1,,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,JC Buttler,2,Delhi Capitals,15,0,1.0,5,3,1,rhb,rf,right-arm fast,18.0,5.0,60.0,1,2020
A Nortje,Dubai International Cricket Stadium,Rajasthan Royals,Powerplay,SV Samson,2,Delhi Capitals,1,0,0.0,1,0,1,rhb,rf,right-arm fast,6.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Royal Challengers Bangalore,DeathOvers,GJ Maxwell,2,Royal Challengers Bangalore,2,0,0.0,3,0,0,rhb,rf,right-arm fast,4.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Royal Challengers Bangalore,DeathOvers,I Udana,2,Delhi Capitals,1,0,0.0,2,0,1,,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Royal Challengers Bangalore,DeathOvers,KS Bharat,2,Royal Challengers Bangalore,2,0,0.0,3,0,0,rhb,rf,right-arm fast,4.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Royal Challengers Bangalore,DeathOvers,Mohammed Siraj,2,Delhi Capitals,5,0,1.0,4,1,1,rhb,rf,right-arm fast,7.5,4.0,25.0,1,2020
A Nortje,Dubai International Cricket Stadium,Royal Challengers Bangalore,DeathOvers,Navdeep Saini,2,Delhi Capitals,1,0,0.0,2,0,1,,rf,right-arm fast,3.0,inf,0.0,1,2020
A Nortje,Dubai International Cricket Stadium,Royal Challengers Bangalore,DeathOvers,S Dube,2,Delhi Capitals,2,1,0.0,4,0,1,lhb,rf,right-arm fast,3.0,inf,0.0,1,2020
